"BFD1ERF1","16745","08/09/2013","16753","105"
"BFD1FUE1","16753","08/09/2013","16773","2"
"BFD1FUE1","16773","08/09/2013","16773","9011"
"BFD1ERF1","16753","08/09/2013","16773","2"
"BFD1AR01","10719","08/09/2013","10932","2"
"BFD1AR01","10932","08/09/2013","10934","105"
"BFD1FUE1","12813","08/09/2013","12910","105"
"BFD1ERF1","12813","08/09/2013","12910","105"
"BFD1FUE1","13890","08/09/2013","14181","7"
"BFD1ERF1","13890","08/09/2013","14181","7"
